,label,message,msg_new
91,1,今日主力资金以15元建仓超短线金股《300223北京君正》明天将强势拉升，实力见证！切勿追高！详询：0731-88299550〈阳光私募〉,今日 主力 资金 以 15 元 建仓 超 短线 金股 《 300223 北京 君正 》 明天 将 强势 拉升 ， 实力 见证 ！ 切勿 追高 ！ 详询 ： 0731 - 88299550 〈 阳光 私募 〉
92,1,金河·星座南城核心！县实验小学北邻，24小时热水、地暖、中央软水处理系统，只为幸福生活保驾护航。凡到访均送礼品！询8539997【金河置业】,金河 · 星座 南城 核心 ！ 县 实验 小学 北邻 ， 24 小时 热水 、 地暖 、 中央 软水 处理 系统 ， 只 为 幸福生活 保驾护航 。 凡 到访 均 送 礼品 ！ 询 8539997 【 金河 置业 】
93,1,“流量星人大比拼”活动开始啦！即日起至5月31日，使用流量来赢取流量星人称号，更有机会获得千元话费！还等什么，快来参加！       http://ah.kk3g.net/i/1/PUTCeaZf,“ 流量 星人 大比拼 ” 活动 开始 啦 ！ 即日起 至 5 月 31 日 ， 使用 流量 来 赢取 流量 星人 称号 ， 更 有 机会 获得 千元 话费 ！ 还 等 什么 ， 快 来 参加 ！               http : / / ah . kk3g . net / i / 1 / PUTCeaZf
94,1,今带学员建【300223北京君正】明拉 升绝对精彩必涨5以上！现广泛招收散户与庄共舞！报名预约明牛股电020-29126488【锦鸿理财】,今带 学员 建 【 300223 北京 君正 】 明拉   升 绝对 精彩 必涨 5 以上 ！ 现 广泛 招收 散户 与 庄 共舞 ！ 报名 预约 明 牛股 电 020 - 29126488 【 锦鸿 理财 】
95,0,庆祝滴滴融资7亿美元，送您10元出租车券，当日有效。滴滴打车成功率超90%，我们承诺，12月12日打不到车就给钱哦！退订回复TD【滴滴打车】,庆祝 滴滴 融资 7 亿美元 ， 送 您 10 元 出租车 券 ， 当日 有效 。 滴滴 打车 成功率 超 90% ， 我们 承诺 ， 12 月 12 日 打 不到 车 就 给钱 哦 ！ 退订 回复 TD 【 滴滴 打车 】
96,1,尊敬的会员：橡果十五周年感恩回馈200元代金券，致电4006601177领取智能手机、熊猫银币、空调被四件套、男士商务礼盒等好礼【橡果国际】,尊敬 的 会员 ： 橡果 十五 周年 感恩 回馈 200 元 代金券 ， 致电 4006601177 领取 智能手机 、 熊猫 银币 、 空调 被 四件套 、 男士 商务 礼盒 等 好 礼 【 橡果 国际 】
97,1,520！DHC倾情献礼：通信满720元赠橄榄蜂蜜皂+时尚小家电+纯棉毛巾（总价值427元）仅2天，详询官网或4008208820【蝶翠诗】,520 ！ DHC 倾情 献礼 ： 通信 满 720 元赠 橄榄 蜂蜜 皂 + 时尚 小家电 + 纯棉 毛巾 （ 总价值 427 元 ） 仅 2 天 ， 详询 官网 或 4008208820 【 蝶翠诗 】
98,1,在线听歌、神曲下载、订购彩铃，还有什么爱音乐客户端不能满足？最好声音尽在爱音乐！http://189.3gbc.cn/d?a=az51901,在线听 歌 、 神曲 下载 、 订购 彩铃 ， 还有 什么 爱 音乐 客户端 不能 满足 ？ 最好 声音 尽 在 爱 音乐 ！ http : / / 189.3 gbc . cn / d ? a = az51901
99,1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,【 天上掉 下个 Iphone5 ！ 】 通信 助手 的 众 亲们 ， 回 对应 数字 设置 优先 接收 的 回执 精品 资讯 ： 2 、 健康 ； 4 体育 ； 6 娱乐 。 成功 设置 可 参与 次 月 Iphone5 和 1000 元 话费 抽奖 。 您 还 可 登录   http : / / v1x . cn / V2X   设置 ， 访问 产生 的 流量 费 按 标准 收费 。 中国移动
100,0,11月28日，星期四，最低气温-4℃，最高气温1℃，多云 转 晴，西北风 6-7级 转 西北风 5-6级。,11 月 28 日 ， 星期四 ， 最低气温 - 4 ℃ ， 最高 气温 1 ℃ ， 多云   转   晴 ， 西北风   6 - 7 级   转   西北风   5 - 6 级 。
101,0,当你感到委屈、烦恼、忧愁时，我送给你一个自信的笑；当你感到无聊、无味、无趣时，我送给你一个诡秘的笑，笑里藏着对你愚人节的祝福！,当 你 感到 委屈 、 烦恼 、 忧愁 时 ， 我 送给 你 一个 自信 的 笑 ； 当 你 感到 无聊 、 无味 、 无趣 时 ， 我 送给 你 一个 诡秘 的 笑 ， 笑里 藏 着 对 你 愚人节 的 祝福 ！
102,1,市中心商业核心地段，30-180平万达金街开盘在即，5万最高可抵20万，认筹钜惠即将截止！现虞河金街样板段对外开放欢迎来访！8099888,市中心 商业 核心 地段 ， 30 - 180 平 万达 金街 开盘 在 即 ， 5 万 最高 可抵 20 万 ， 认筹钜惠 即将 截止 ！ 现虞河 金街 样板 段 对外开放 欢迎 来访 ！ 8099888
103,1,揽海岛风情，享假日阳光！海南华亚海岛假日，精装50-108平百变户型6500元/平起，畅享高铁便捷度假4000285693【华亚集团】,揽 海岛 风情 ， 享 假日 阳光 ！ 海南 华亚 海岛 假日 ， 精装 50 - 108 平百变 户型 6500 元 / 平 起 ， 畅享 高铁 便捷 度假 4000285693 【 华亚 集团 】
104,0,【浦发信用卡中心】6-7月持浦发信用卡消费满额分期最高可享2期手续费减免。网银、微信、手机银行办理更便捷！请详询官网。回复TD退订,【 浦发 信用卡 中心 】 6 - 7 月持 浦发 信用卡 消费 满额 分期 最高 可享 2 期 手续费 减免 。 网银 、 微信 、 手机 银行 办理 更 便捷 ！ 请 详询 官网 。 回复 TD 退订
105,1,相亲网，用户ID:32783047，男，已给您发送秋波，请及时把握您的缘分！婚恋热线 4000520019[相亲网],相亲 网 ， 用户 ID : 32783047 ， 男 ， 已 给 您 发 送秋波 ， 请 及时 把握 您 的 缘分 ！ 婚恋 热线   4000520019 [ 相亲 网 ]
106,0,套餐门限提醒：截至14年10月19日13时18分，您套餐内包含的国内长市漫合一通话时长已使用270分钟，剩余30分钟。以上内容供参考，具体以月结账单为准。如需退订该提醒服务，请发送QXTCMX至10086。中国移动,套餐 门限 提醒 ： 截至 14 年 10 月 19 日 13 时 18 分 ， 您 套餐 内 包含 的 国内 长市 漫 合一 通话 时长 已 使用 270 分钟 ， 剩余 30 分钟 。 以上 内容 供参考 ， 具体 以 月 结账 单 为准 。 如需 退订 该 提醒 服务 ， 请 发送 QXTCMX 至 10086 。 中国移动
107,1,六.一曲江演出携手莱安集团邀您共享亲子时光：中国杂技团＂金小丑＂奖杂技剧《金小丑的梦》6月1日2日曲江国际会议中心，抢票热线81545309,六 . 一 曲江 演出 携手 莱安 集团 邀 您 共享 亲子 时光 ： 中国 杂技团 ＂ 金小丑 ＂ 奖 杂技 剧 《 金小丑 的 梦 》 6 月 1 日 2 日 曲江 国际会议中心 ， 抢票 热线 81545309
108,0,【易方达】尊敬的姜燕北，股民的余额理财，可交易的159001！易方达保证金货币基金无论买入或申购，当日均可卖出或赎回。投资者申购新股前，可卖出或赎回159001，资金马上可打新；新股资金解冻后，可买入或申购159001追求增值！基金有风险，详询4008818088。,【 易方达 】 尊敬 的 姜 燕北 ， 股民 的 余额 理财 ， 可 交易 的 159001 ！ 易方达 保证金 货币基金 无论 买入 或 申购 ， 当日 均 可 卖出 或 赎回 。 投资者 申购 新股 前 ， 可 卖出 或 赎回 159001 ， 资金 马上 可 打 新 ； 新股 资金 解冻 后 ， 可 买入 或 申购 159001 追求 增值 ！ 基金 有 风险 ， 详询 4008818088 。
109,1,"夺金时刻！青白江凤凰城""掘金行动""机会来临，看房买房送金现限时开启，首期品牌体验特价购置院墅洋 房最后机会，坐享千亿级项目发展红利，争藏城央绝对稀缺贵重资产，荣享至尚高端生活模式，一期30套保留院墅掘金价最后机会。83672222【凤凰快讯】","夺金 时刻 ！ 青白江 凤凰 城 "" 掘金 行动 "" 机会 来临 ， 看房 买房 送金现 限时 开启 ， 首期 品牌 体验 特价 购置 院墅洋   房 最后 机会 ， 坐享 千亿 级 项目 发展 红利 ， 争藏 城央 绝对 稀缺 贵重 资产 ， 荣享 至 尚 高端 生活 模式 ， 一期 30 套 保留 院墅 掘金 价 最后 机会 。 83672222 【 凤凰 快讯 】"
110,1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mha/O4ynn,纸袋 碰腿 北京 2 孕妇 地铁 内 互殴 [ 人民 ] - 中国移动 冲浪 助手 : http : / / go.10086 . cn / nd / mha / O4ynn
111,1,7.5万加币全家枫叶卡，2014子女限龄18岁，各省改法倒计时！25日周六14点凤凰大厦2栋19楼【瑞得福4008148222】【天翼时代】,7.5 万加币 全家 枫叶卡 ， 2014 子女 限龄 18 岁 ， 各省 改 法 倒计时 ！ 25 日 周六 14 点 凤凰 大厦 2 栋 19 楼 【 瑞得福 4008148222 】 【 天翼 时代 】
112,0,"以上天气信息供您参考，如需其他帮助请回复?""""。""","以上 天气 信息 供 您 参考 ， 如需 其他 帮助 请 回复 ? "" "" 。 """
113,0,当一个人悲伤到难以言说的时候，也许，他需要的不是滔滔不绝地劝解和安慰，训示和指导，而是有一个人能在他旁边蹲下身子，陪他做一只蘑菇。,当 一个 人 悲伤 到 难以 言说 的 时候 ， 也许 ， 他 需要 的 不是 滔滔不绝 地 劝解 和 安慰 ， 训示 和 指导 ， 而是 有 一个 人能 在 他 旁边 蹲下 身子 ， 陪 他 做 一只 蘑菇 。
114,1,市场综述：上周沪指带量突破2250点，确认做多！新荐的金洲管道和四川路桥，立即获利！短线淘金：600692亚通股份，000632三木集团，组合买入，-10止损。加入博弈团队VIP服务，荐股将更精选！咨询22213086。安赢-博弈团队（仅供参考）【安信证券】,市场 综述 ： 上周 沪 指带量 突破 2250 点 ， 确认 做 多 ！ 新荐 的 金洲 管道 和 四川 路桥 ， 立即 获利 ！ 短线 淘金 ： 600692 亚通 股份 ， 000632 三木 集团 ， 组合 买入 ， - 10 止损 。 加入 博弈 团队 VIP 服务 ， 荐 股 将 更 精选 ！ 咨询 22213086 。 安赢 - 博弈 团队 （ 仅供参考 ） 【 安信 证券 】
115,1,买牙刷,买 牙刷
116,1,《全面绩效考核、薪酬体系设计与劳动用工风险控制实战班》5月23日在清华授课，助力企业打造精英团队！电话:010-82865969【开课通知】,《 全面 绩效考核 、 薪酬 体系 设计 与 劳动 用工 风险 控制 实战 班 》 5 月 23 日 在 清华 授课 ， 助力 企业 打造 精英 团队 ！ 电话 : 010 - 82865969 【 开课 通知 】
117,1,移动五月大特惠，手机大团购，价格优惠还送话费，三星S7568：1000元；三星9268：2650元；三星I9228：3350元；三星N7108：4409元；三星I9308：3650元；HTC329T：1450元；HTC8X(C620t )：2700元；诺基亚920T：3563元；摩托罗拉MT788：1900元。如需办理联系移动程经理13576108690,移动 五月 大 特惠 ， 手机 大团购 ， 价格 优惠 还 送 话费 ， 三星 S7568 ： 1000 元 ； 三星 9268 ： 2650 元 ； 三星 I9228 ： 3350 元 ； 三星 N7108 ： 4409 元 ； 三星 I9308 ： 3650 元 ； HTC329T ： 1450 元 ； HTC8X ( C620t   ) ： 2700 元 ； 诺基亚 920T ： 3563 元 ； 摩托罗拉 MT788 ： 1900 元 。 如需 办理 联系 移动 程 经理 13576108690
118,1,5.22中国好声音空降东二环【当代MOMA历峰】邀您共同见证“想你的夜”200-500平典藏家业大宅，献给影响中国的圈子4000303025,5.22 中国 好 声音 空降 东二环 【 当代 MOMA 历峰 】 邀 您 共同 见证 “ 想 你 的 夜 ” 200 - 500 平 典藏 家业 大宅 ， 献给 影响 中国 的 圈子 4000303025
119,1,南京华美整形美容医院5月优惠季4月25日正式启动！全场低至5折！36天与您疯狂塑美！中韩顶级专家任您钦点！咨询02583336888（手机报,南京 华美 整形 美容 医院 5 月 优惠 季 4 月 25 日 正式 启动 ！ 全场 低至 5 折 ！ 36 天 与 您 疯狂 塑美 ！ 中 韩 顶级 专家 任 您 钦点 ！ 咨询 02583336888 （ 手机 报
120,1,第二个号和第三个没人接。第一个应该不是。,第二个 号 和 第三个 没人接 。 第一个 应该 不是 。
121,1,大河西，市府旁【潇湘奥林匹克花园】70-140平N+1绝版户型、1万平运动城、明德学校、15亿尖山公园、超值VIP全城邀约！88398666,大 河西 ， 市府 旁 【 潇湘 奥林匹克 花园 】 70 - 140 平 N + 1 绝版 户型 、 1 万平 运动 城 、 明德 学校 、 15 亿 尖山 公园 、 超值 VIP 全城 邀约 ！ 88398666
122,1,5是无时无刻无处不在，2是爱心爱护爱无止境，0是情感情怀情有独钟。*5.20亲人爱、恋人爱、朋友爱*，#愿你身边充满爱#,5 是 无时无刻 无处不在 ， 2 是 爱心 爱护 爱 无止境 ， 0 是 情感 情怀 情有独钟 。 * 5.20 亲人 爱 、 恋人 爱 、 朋友 爱 * ， # 愿 你 身边 充满 爱 #
123,1,周年庆巨惠：满177送玉菇甜瓜2只装或新西兰加纳果8只装，更多惊喜活动等你参加yummy77.com【美味七七/原正大天地】,周年 庆巨惠 ： 满 177 送玉菇 甜瓜 2 只装 或 新西兰 加纳 果 8 只装 ， 更 多 惊喜 活动 等 你 参加 yummy77 . com 【 美味 七七 / 原 正大 天地 】
124,1,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgM/PWhfi,美媒 曝光 中国 地下 空军 : 不可 战胜 [ 搜狐 ] - 中国移动 冲浪 助手 : http : / / go.10086 . cn / nd / mgM / PWhfi
125,1,别让孩子输在学习方法和习惯上，个性化辅导专业测评量身定制学习方案，逐一解决问题提高成绩。台江83299155鼓楼85165363【未名教育】,别 让 孩子 输在 学习 方法 和 习惯 上 ， 个性化 辅导 专业 测评 量身 定制 学习 方案 ， 逐一 解决问题 提高 成绩 。 台江 83299155 鼓楼 85165363 【 未 名 教育 】
126,1,短信广告、精准营销，低投入高回报的广告媒体，100受众率，任意指定区域发布，广告直达终端客户群体。李经理：15178268603,短信 广告 、 精准 营销 ， 低 投入 高回报 的 广告媒体 ， 100 受众 率 ， 任意 指定 区域 发布 ， 广告 直达 终端 客户 群体 。 李经理 ： 15178268603
127,1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn,【 联通 热门 应用 推荐 】 疯狂 斗地主 ( 赢奖 ) ― ― 网络 真人 对 战斗 地主 ， 体验 秒杀 对方 的 快感 ！ 免费 下载 : http : / / wostore . cn / I3IRFn
128,0,ye,ye
129,0,"(1/2)尊敬的客户，您合同号为*110*96的住房贷款，将于12/13进行扣款，本息合计3,077.87元，请您于还款日前一天【交通银行】","( 1 / 2 ) 尊敬 的 客户 ， 您 合同 号 为 * 110 * 96 的 住房贷款 ， 将 于 12 / 13 进行 扣款 ， 本息 合计 3 , 077.87 元 ， 请 您 于 还款 日 前一天 【 交通银行 】"
130,1,慧聪联合民生银行推出最高额度50万无抵.押贷.款年息9，灵活支配无手续费，5月24日专场说明会。18221156220【慧聪网】,慧聪 联合 民生银行 推出 最高 额度 50 万无抵 . 押贷 . 款 年息 9 ， 灵活 支配 无 手续费 ， 5 月 24 日 专场 说明会 。 18221156220 【 慧聪网 】
131,1,闪耀京城新品即将开盘！燕莎东北中央别墅区核心，地铁旁，120-200平两梯两户低密绿色健康华宅。详询4006038377【万通·溪悦府】,闪耀 京城 新品 即将 开盘 ！ 燕莎 东北 中央 别墅区 核心 ， 地铁 旁 ， 120 - 200 平 两梯 两户 低密 绿色 健康 华宅 。 详询 4006038377 【 万通 · 溪悦府 】
132,1,尊享10公里私家沙滩！防城港恒大御景湾即将隆重开盘，50-140㎡一线海景房送1500元/㎡豪装，认筹即享开盘额外85折4006700333,尊享 10 公里 私家 沙滩 ！ 防城港 恒大御 景湾 即将 隆重 开盘 ， 50 - 140 ㎡ 一线 海景房 送 1500 元 / ㎡ 豪装 ， 认筹 即享 开盘 额外 85 折 4006700333
133,0,"【海航】陈广大会员，您08月10日搭乘海南航空7184大连至北京的航班将新增500里程.原可用里程250,请及时关注里程入账情况!","【 海航 】 陈 广大 会员 ， 您 08 月 10 日 搭乘 海南 航空 7184 大连 至 北京 的 航班 将 新增 500 里程 . 原 可用 里程 250 , 请 及时 关注 里程 入账 情况 !"
134,1,读美澳英加大学和全英文美国高中、国际高中大连招生会于5月18日下午2点在大连香洲饭店举行，欢迎家长光临！01084390808【爱迪学校】,读美 澳英加 大学 和 全英文 美国 高中 、 国际 高中 大连 招生 会于 5 月 18 日 下午 2 点 在 大连 香洲 饭店 举行 ， 欢迎 家长 光临 ！ 01084390808 【 爱迪 学校 】
135,1,不抹药一次见效专治牛皮癣、湿疹、皮炎、荨麻疹；医保定点沈阳·市中山皮肤病研究所百万现金援助会诊活动，即日起治疗优惠20。询88523656,不抹药 一次 见效 专治 牛皮癣 、 湿疹 、 皮炎 、 荨麻疹 ； 医保 定点 沈阳 · 市 中山 皮肤病 研究所 百万 现金 援助 会诊 活动 ， 即日起 治疗 优惠 20 。 询 88523656
136,1,下午好人民广场附近，上海新世界城旁，三地铁交汇，04年精装板式全南两房115平，业主急售450万，意电小平13524759803【房源推荐】,下午 好 人民广场 附近 ， 上海 新世界 城旁 ， 三 地铁 交汇 ， 04 年 精装 板式 全南 两房 115 平 ， 业主 急售 450 万 ， 意电小平 13524759803 【 房源 推荐 】
137,1,首付5万为爱筑巢！买婚房送家电，再领万元低金券，房展会期间加推17号楼 ，一期6月底抢鲜入住，婚房专线3237777【康庭美墅】,首付 5 万为 爱 筑巢 ！ 买婚 房送 家电 ， 再领 万元 低金券 ， 房展会 期间 加推 17 号楼   ， 一期 6 月底 抢鲜 入住 ， 婚房 专线 3237777 【 康庭 美墅 】
138,0,【支付宝】付款校验码194545，购买小米科技5*(1299.00元)。,【 支付宝 】 付款 校验码 194545 ， 购买 小米 科技 5 * ( 1299.00 元 ) 。
139,1,买三居送一居！第二机场地铁直达85-115平瞰景洋房，首付19万起，致电享万元优惠，免费领水木年华演唱门票4000119227,买三居 送 一居 ！ 第二 机场 地铁 直达 85 - 115 平瞰 景 洋房 ， 首付 19 万起 ， 致电 享 万元 优惠 ， 免费 领 水木年华 演唱 门票 4000119227
140,1,10-12日澳柯玛电动车超级换购价298、798元，引领夏季换购风暴，母亲节赠精美礼物！地址上街【新日电动车】店85131926【上街公司】,10 - 12 日 澳柯玛 电动车 超级 换 购价 298 、 798 元 ， 引领 夏季 换购 风暴 ， 母亲节 赠 精美 礼物 ！ 地址 上街 【 新 日 电动车 】 店 85131926 【 上街 公司 】
141,1,千亩高尔夫推窗即揽！恒大集团强势打造洪城第一成熟大盘！恒大绿洲121-177㎡奢装豪宅即将售罄，递减惠售85706999【恒大地产 】,千亩 高尔夫 推窗 即 揽 ！ 恒大 集团 强势 打造 洪城 第一 成熟 大盘 ！ 恒大 绿洲 121 - 177 ㎡ 奢装 豪宅 即将 售罄 ， 递减 惠售 85706999 【 恒大 地产   】
142,1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,【 天上掉 下个 Iphone5 ！ 】 通信 助手 的 众 亲们 ， 回 对应 数字 设置 优先 接收 的 回执 精品 资讯 ： 2 、 健康 ； 4 体育 ； 6 娱乐 。 成功 设置 可 参与 次 月 Iphone5 和 1000 元 话费 抽奖 。 您 还 可 登录   http : / / v1x . cn / V2X   设置 ， 访问 产生 的 流量 费 按 标准 收费 。 中国移动
143,1,"你好，中信集团长期在本地发放小额贷款，免抵押，免担保，年息15 ，当天办理可放款。联；13544453008,刘经理。.","你好 ， 中信集团 长期 在 本地 发放 小额贷款 ， 免 抵押 ， 免 担保 ， 年息 15   ， 当天 办理 可 放款 。 联 ； 13544453008 , 刘 经理 。 ."
144,1,友好提醒：尊敬的动感地带客户，您目前的话费为62.07元，允许话费透支额为0.00元，预存款余额为11.63元，为保证您的通信畅通，请您及时缴费，以免停机给您带来不便。拨打10086-1或登录www.10086.cn即可轻松便捷交话费。点击以下链接即可查询您的实时话费和余额：http://wap.ln.10086.cn/nologin?type=1302,友好 提醒 ： 尊敬 的 动感地带 客户 ， 您 目前 的 话费 为 62.07 元 ， 允许 话费 透支 额为 0.00 元 ， 预 存款 余额 为 11.63 元 ， 为 保证 您 的 通信 畅通 ， 请 您 及时 缴费 ， 以免 停机 给 您 带来 不便 。 拨打 10086 - 1 或 登录 www.10086 . cn 即可 轻松 便捷 交 话费 。 点击 以下 链接 即可 查询 您 的 实时 话费 和 余额 ： http : / / wap . ln.10086 . cn / nologin ? type = 1302
145,1,"智能手机/国际触摸屏技术展5月23-25深圳会展中心3-4号馆举行,展讯、信利南玻近300家企业参展邀参观凭名片0755-82968239","智能手机 / 国际 触摸屏 技术展 5 月 23 - 25 深圳 会展中心 3 - 4 号馆 举行 , 展讯 、 信利 南玻近 300 家 企业 参展 邀 参观 凭 名片 0755 - 82968239"
146,0,雪球验证码：3923 ，请在30分钟内完成验证。【雪球】,雪球 验证码 ： 3923   ， 请 在 30 分钟 内 完成 验证 。 【 雪球 】
147,0,您好！截至到2014年09月18日23时51分，您定制的（1）预存返话费捆绑10元流量包，数据流量剩余0.0MB，本地移动数据流量剩余0.0MB，（2）全球通套餐专属短信包，短信剩余44条，（3）全球通88商旅套餐，语音剩余32分钟，数据流量剩余0.0MB，（4）15元数据流量加油包，数据流量剩余19.13MB，感谢您的使用。中国移动,您好 ！ 截至 到 2014 年 09 月 18 日 23 时 51 分 ， 您 定制 的 （ 1 ） 预存 返 话费 捆绑 10 元 流量 包 ， 数据 流量 剩余 0.0 MB ， 本地 移动 数据 流量 剩余 0.0 MB ， （ 2 ） 全球通 套餐 专属 短信 包 ， 短信 剩余 44 条 ， （ 3 ） 全球通 88 商旅 套餐 ， 语音 剩余 32 分钟 ， 数据 流量 剩余 0.0 MB ， （ 4 ） 15 元 数据 流量 加油 包 ， 数据 流量 剩余 19.13 MB ， 感谢您 的 使用 。 中国移动
148,1,尊敬的北京现代车主朋友：感谢您的支持和信赖，为回馈您对北京现代的厚爱，0首付、0利息就可将您的爱车置换升级为T动力全尺寸豪华SUV全新胜达，部分车型更可享0月供升级金融礼遇，数量有限，先到先得，详情请致电052386826366。北京现代泰州宝天4S店,尊敬 的 北京 现代 车主 朋友 ： 感谢您 的 支持 和 信赖 ， 为 回馈 您 对 北京 现代 的 厚爱 ， 0 首付 、 0 利息 就 可 将 您 的 爱车 置换 升级 为 T 动力 全 尺寸 豪华 SUV 全新 胜达 ， 部分 车型 更 可享 0 月 供 升级 金融 礼遇 ， 数量 有限 ， 先到 先得 ， 详情请 致电 052386826366 。 北京 现代 泰州 宝天 4S店
149,1,【流量精英华山论剑】线上分享应用活动，邀您与众高手一战江湖！战斗值排名高者将获得iphone手机、ipad mini、数码相机等豪华大礼相赠！还有抽奖好礼送院线通电影票、流量卡。快来【翼分享】行走江湖：http://wap.189share.com/dghd3,【 流量 精英 华山论剑 】 线上 分享 应用 活动 ， 邀 您 与 众 高手 一战 江湖 ！ 战斗 值 排名 高者 将 获得 iphone 手机 、 ipad   mini 、 数码相机 等 豪华 大礼 相赠 ！ 还有 抽奖 好礼 送 院线 通 电影票 、 流量 卡 。 快 来 【 翼 分享 】 行走 江湖 ： http : / / wap.189 share . com / dghd3
150,0,您已成功购买影票。请凭验票码27806574至大厅影院自助机取票2张。影票信息：03月15日13:20，极品飞车（数字ＩＭＡＸ３Ｄ），UME国际影城华星店2号厅K排13座；K排12座。【网票网】,您 已 成功 购买 影票 。 请 凭 验票 码 27806574 至 大厅 影院 自助 机取票 2 张 。 影票 信息 ： 03 月 15 日 13 : 20 ， 极品飞车 （ 数字 Ｉ Ｍ Ａ Ｘ ３ Ｄ ） ， UME 国际 影城 华星 店 2 号 厅 K 排 13 座 ； K 排 12 座 。 【 网票 网 】
151,1,尊敬的贵宾，全新护养品牌#东方季道#上市后，获得业界专家、媒体、消费者无数好评。其独创肌质寒平热之性，创新呈现肌肤调养系列。夏三月，循四季调养之序，特推出切合面部的护理臻品。28天朔望之间，缔造灵透无暇如玉美肌，期待您的莅临 ji.tmall.com【东方季道旗舰店】,尊敬 的 贵宾 ， 全新 护养 品牌 # 东方 季道 # 上市 后 ， 获得 业界 专家 、 媒体 、 消费者 无数 好评 。 其 独创 肌质 寒平 热之性 ， 创新 呈现 肌肤 调养 系列 。 夏 三月 ， 循 四季 调养 之序 ， 特 推出 切合 面部 的 护理 臻 品 。 28 天 朔望 之间 ， 缔造 灵透 无暇 如玉 美肌 ， 期待 您 的 莅临   ji . tmall . com 【 东方 季道 旗舰店 】
152,1,山庄5月22日开业大吉，内设棋牌、茶艺、啤酒广场及农家小炒敬请广大顾客光顾地址青年林向上两百米18394111100[卓尼县山珍园农家山庄],山庄 5 月 22 日 开业 大吉 ， 内设 棋牌 、 茶艺 、 啤酒 广场 及 农家 小炒 敬请 广大 顾客 光顾 地址 青年 林 向上 两百米 18394111100 [ 卓尼县 山珍 园 农家 山庄 ]
153,0,尊敬的客户，您目前无法办理该业务。请您稍后再试。,尊敬 的 客户 ， 您 目前 无法 办理 该 业务 。 请 您 稍后 再试 。
154,1,【惠生活】5月15日（明日农历四月初七，宜开市、交易）【商讯】畅刷 桂林热荐，中青旅遨游网特价厦门鼓浪屿、集美学寸、永定土楼双飞5日1780元/人，抢拍热线：2308600。（本信息仅供参考）【娱乐】有个妹子跟我聊起了择偶标准，说不喜欢帅的，比较喜欢我这样的！当时心里挺美的，现在越想越觉得哪不对！（发送KTHSH到10086永久免费开通）,【 惠 生活 】 5 月 15 日 （ 明日 农历 四月 初七 ， 宜 开市 、 交易 ） 【 商讯 】 畅刷   桂林 热荐 ， 中青旅 遨游 网 特价 厦门 鼓浪屿 、 集 美学 寸 、 永定 土楼 双飞 5 日 1780 元 / 人 ， 抢拍 热线 ： 2308600 。 （ 本 信息 仅供参考 ） 【 娱乐 】 有个 妹子 跟 我 聊起 了 择偶 标准 ， 说 不 喜欢 帅 的 ， 比较 喜欢 我 这样 的 ！ 当时 心里 挺 美的 ， 现在 越想 越 觉得 哪 不 对 ！ （ 发送 KTHSH 到 10086 永久 免费 开通 ）
155,1,亲爱的用户，今天下午3点，将举行小米手机剩余订单专场，欢迎届时访问小米网xiaomi.com购买。【小米】,亲爱 的 用户 ， 今天下午 3 点 ， 将 举行 小米 手机 剩余 订单 专场 ， 欢迎 届时 访问 小米 网 xiaomi . com 购买 。 【 小米 】
156,1,周至移动特为您推出联想278T智能手机，仅需199元，并赠价值30元礼品一份，详询客户经理刘锐，电话13571873031。[周至移动],周至 移动 特为 您 推出 联想 278T 智能手机 ， 仅 需 199 元 ， 并 赠 价值 30 元 礼品 一份 ， 详询 客户经理 刘锐 ， 电话 13571873031 。 [ 周至 移动 ]
157,0,CXYE,CXYE
158,1,儿童厌食，盗汗，形体瘦，易感冒，精力旺盛，皆因脾胃失调，肝气积郁所致。调理应从舒肝健脾入手。芪斛楂儿童脾胃健康咨询热线02887766203,儿童 厌食 ， 盗汗 ， 形体 瘦 ， 易 感冒 ， 精力旺盛 ， 皆 因 脾胃 失调 ， 肝气 积郁 所致 。 调理 应从 舒肝 健脾 入手 。 芪 斛 楂 儿童 脾胃 健康 咨询 热线 02887766203
159,0,【网票网】您已成功购买影票。请凭序号50061980验票码187120至影院大厅网票网自助机取票1张。影票信息：06月08日20:55，明日边缘（数字３Ｄ），博纳悠唐国际影城1号厅10排15座。,【 网票 网 】 您 已 成功 购买 影票 。 请 凭 序号 50061980 验票 码 187120 至 影院 大厅 网票 网 自助 机取票 1 张 。 影票 信息 ： 06 月 08 日 20 : 55 ， 明日 边缘 （ 数字 ３ Ｄ ） ， 博纳 悠唐 国际 影城 1 号 厅 10 排 15 座 。
